1 0 0 0 0 0 -1 -1 -1 -2147483648 -1 -1
2 0 200 1772 0.984444 0.984444 49508 128000 224 14312 46335 224
3 1 199 1788 0.998325 0.991367 49405 128000 224 13701 31339 224
4 1 209 1871 0.994684 0.992507 47280 128000 224 14682 31563 224
5 1 204 1835 0.999455 0.994253 47603 127776 224 14710 31563 224
6 1 202 1827 1 0.996384 49089 128000 224 13746 31339 224
7 1 202 1818 1 0.996985 48810 128000 224 14015 31563 224
8 1 191 1719 1 0.997394 51068 128000 224 14174 31339 224
9 1 200 1783 0.990556 0.996543 49479 128000 224 14408 31563 224
10 2 206 1782 0.961165 0.992523 47845 128000 224 13155 31563 224
11 2 199 1732 0.989149 0.992196 50196 128000 224 14242 31339 224
12 2 197 1752 0.99039 0.992035 49327 128000 224 14871 31339 224
13 2 202 1726 0.976244 0.990743 49519 320000 224 14456 31563 224
14 2 204 1729 0.991399 0.990792 48507 128000 224 14095 31339 224
15 2 196 1585 0.99373 0.99098 50336 128000 224 14336 31563 224
16 2 190 1449 0.995192 0.991212 52048 128000 224 14898 31563 224
17 2 194 1425 0.997201 0.99152 51220 128000 224 14203 31337 224
18 2 201 1447 0.992455 0.991566 49654 128000 224 14021 31337 224
19 3 205 1541 0.986556 0.991313 48854 128000 224 13975 31563 224
20 3 200 1594 1 0.991739 48818 128000 224 15546 31563 224
21 3 198 1617 0.982979 0.991317 50643 128000 224 14825 31339 224
22 4 206 1812 1 0.991976 48274 128000 224 13890 31337 224
23 5 195 1698 0.976423 0.991257 51182 127776 224 14736 31337 224
24 6 202 1821 1 0.991736 48813 128000 224 14116 31339 224
25 7 195 1741 0.992023 0.991748 50953 122888 224 14088 31563 224
26 7 206 1863 1 0.992313 47257 128000 224 13817 31563 224
27 9 204 1820 0.995624 0.992448 47550 127776 224 14101 31563 224
28 10 196 1722 0.998261 0.992663 50961 128000 224 14395 31339 224
29 11 198 1732 0.99255 0.992659 50309 127776 224 13593 31339 224
30 11 198 1726 0.972943 0.991961 50685 128000 224 13286 31339 224
31 11 194 1710 0.979381 0.991538 51248 128000 224 14024 31339 224
32 11 204 1780 1 0.991837 47956 96000 224 14036 31337 224
33 11 198 1665 0.987544 0.991706 48643 101090 224 15197 31563 224
34 11 191 1588 0.967703 0.991015 52406 128000 224 13900 31339 224
35 12 206 1760 0.99435 0.991115 48403 127776 224 13669 31337 224
36 13 198 1750 1 0.991503 49432 128000 224 14786 31563 224
37 14 212 1852 0.993029 0.991549 47495 96000 224 13993 31563 224
38 14 204 1813 0.996701 0.991695 48638 127776 224 14162 31339 224
39 14 202 1809 0.99505 0.991787 48752 128000 224 14408 31339 224
40 14 199 1781 0.994417 0.991857 49688 127776 224 14956 31339 224
41 14 205 1831 0.99295 0.991886 47684 104431 224 14350 31563 224
42 15 211 1864 1 0.992194 46381 128000 224 14016 31339 224
43 16 206 1770 0.977901 0.991842 48960 128000 224 13162 31339 224
44 16 190 1618 0.999382 0.992004 52316 128000 224 14823 31337 224
45 16 205 1620 0.981224 0.991772 48422 128000 224 14077 31339 224
46 16 204 1544 0.992288 0.991782 48282 128000 224 13709 31563 224
47 16 198 1503 0.999335 0.991925 50618 128000 224 14025 31563 224
48 16 197 1521 0.996071 0.992003 49913 96000 224 14185 31337 224
49 16 200 1592 0.998745 0.992133 50079 128000 224 14140 31563 224
50 17 206 1596 0.974359 0.991788 49156 128000 224 13886 31339 224
51 17 195 1652 1 0.992315 49861 128000 224 14911 31563 224
52 17 201 1736 0.995984 0.992387 49484 112907 224 14455 31337 224
53 17 204 1815 0.98964 0.992331 48464 128000 224 14030 31563 224
54 18 198 1763 0.989338 0.992273 49811 128000 224 13780 31339 224
55 18 190 1728 1 0.992608 50908 128000 224 14751 31337 224
56 18 202 1782 0.980198 0.99237 49074 128000 224 15081 31563 224
57 19 201 1821 1 0.992637 48116 128000 224 14449 31563 224
58 20 196 1762 0.998866 0.992749 49705 128000 224 14204 31337 224
59 20 206 1853 0.999461 0.992873 46746 128000 224 14431 31563 224
60 20 200 1817 1 0.993165 48982 128000 224 15190 31339 224
61 21 195 1743 0.993162 0.993165 50730 128000 224 14785 31563 224
62 21 195 1728 0.988558 0.993089 50075 127776 224 14200 31339 224
63 21 193 1707 1 0.993254 50359 128000 224 13885 31563 224
64 21 205 1786 0.990022 0.993201 48980 128000 224 13641 31337 224
65 21 193 1712 1 0.993386 50652 128000 224 13536 31337 224
66 21 192 1637 0.986145 0.99328 52588 128000 224 13785 31337 224
67 21 198 1709 1 0.993415 49520 128000 224 14113 31563 224
68 21 201 1756 1 0.993515 48242 128000 224 14708 31563 224
69 22 195 1642 0.989753 0.993462 49976 128000 224 14363 31563 224
70 23 206 1702 0.983247 0.993313 48875 128000 224 14374 31563 224
71 23 191 1538 0.994182 0.993325 51698 127776 224 13668 31337 333
72 25 197 1587 0.976015 0.993095 50352 127776 224 14221 31563 224
73 25 217 1851 0.994092 0.99311 45410 128000 224 14179 31563 224
74 26 204 1727 0.983485 0.992976 48313 128000 224 13901 31339 224
75 26 199 1685 1 0.993146 49306 128000 224 13879 31563 224
76 27 210 1723 1 0.993237 46776 128000 224 15402 31563 224
77 27 193 1566 0.991767 0.993219 51128 128000 224 14089 31563 224
78 27 191 1576 1 0.993367 51892 128000 224 14745 31563 224
79 27 187 1563 0.991751 0.993348 51623 128000 224 13372 31337 224
80 27 198 1725 0.999421 0.993426 49762 128000 224 14406 31563 224
81 27 205 1810 0.990695 0.993389 48141 128000 224 14645 31339 224
82 28 195 1654 0.986874 0.993311 50718 128000 224 13174 31337 224
83 28 208 1797 0.983042 0.993178 47418 128000 224 13727 31337 224
84 28 206 1810 0.999448 0.993258 47000 128000 224 15051 31339 224
85 28 193 1667 1 0.993383 50065 128000 224 13400 31563 224
86 28 212 1799 0.995022 0.993403 47219 128000 224 13170 31563 224
87 28 191 1647 1 0.99353 52525 127776 224 14154 31339 224
88 28 201 1714 0.989036 0.993478 48516 127776 224 13687 31339 224
89 28 205 1782 1 0.99366 47397 128000 224 14120 31563 224
90 28 199 1695 0.990649 0.993626 49615 128000 224 14034 31339 224
91 28 193 1662 1 0.993746 50850 128000 224 14889 31339 224
92 28 195 1686 1 0.993845 50376 128000 224 14640 31563 224
93 28 205 1778 0.969995 0.993569 48368 128000 224 14485 31563 224
94 29 197 1737 1 0.99367 48891 128000 224 14442 31563 224
95 29 206 1739 0.980271 0.993523 47890 128000 224 14180 31337 224
96 30 200 1702 0.99824 0.993572 49486 128000 224 15456 31563 224
97 30 203 1719 1 0.993735 47859 120885 224 14080 31563 224
98 30 206 1685 0.983654 0.993632 47817 128000 224 14676 31339 224
99 30 202 1591 0.994997 0.993645 48484 113225 224 14999 31563 224
100 30 205 1598 0.995639 0.993663 48201 128000 224 14421 31339 224
